seed,time,offload_decision_count,offload_to_vehicle_count,offload_to_uav_count,offload_to_rsu_count,offload_to_cloud_count,offload_to_unknown_count,active_link_count,allocated_rb_total,allocated_rb_mean_per_active_link,cpu_progress_total,computing_task_count,uav_mean_speed,uav_mean_displacement
0,16.5,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3050165700657719,8.0,22.279089819967723,2.227908981996758
0,16.6,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9878003609347654,8.0,21.409487039866928,2.1409487039867097
0,16.7,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5891527762211155,6.0,19.58553096344486,1.9585530963444775
0,16.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.37950336364886456,5.0,25.1181609862099,2.5118160986210167
0,16.9,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3999999999999999,6.0,21.22490217006022,2.122490217006048
0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3519075776338098,5.0,23.831682926708844,2.3831682926708906
0,17.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.39999999999999997,5.0,11.207635983790247,1.1207635983790176
0,17.2,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5615413370231457,5.0,23.70175594608549,2.370175594608556
0,17.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4263692904945902,3.0,24.05238043544667,2.405238043544615
0,17.4,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6022977381393442,4.0,19.233717244615093,1.9233717244614956
0,17.5,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33345770122240026,3.0,18.427650633350268,1.8427650633350336
0,17.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3978895328196054,2.0,14.303946658616258,1.4303946658616364
0,17.7,2.0,0.0,0.0,2.0,0.0,0.0,2.0,50.0,25.0,0.571400274847379,3.0,23.886840541022465,2.38868405410221
0,17.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35990720585356833,1.0,17.85634487653171,1.7856344876531778
0,17.9,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,2.0,27.958732231733173,2.795873223173329
0,18.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,50.0,25.0,0.5981156591269197,3.0,23.781010908331425,2.3781010908331797
0,18.1,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5981628589535968,3.0,19.305817083503747,1.9305817083503625
0,18.2,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.66443374131157,3.0,16.891884183536867,1.6891884183537313
0,18.3,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3950051626658335,3.0,22.120498759708706,2.212049875970851
0,18.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.39026128697873574,2.0,21.396307030323385,2.1396307030323194
0,18.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,2.0,19.063971268564885,1.9063971268564606
0,18.6,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5628163332861141,3.0,11.395810869636911,1.1395810869636636
0,18.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.374213122217631,2.0,22.850904592415155,2.2850904592415637
0,18.8,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6000000000000001,4.0,24.996460467827873,2.49964604678281
0,18.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33045832919511675,2.0,19.45367403919111,1.9453674039190911
0,19.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2993363438170157,2.0,24.78900372703449,2.478900372703458
0,19.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,2.0,21.930761772785946,2.1930761772786243
