seed,time,offload_decision_count,return_route_count,rb_task_count,rb_total,rb_mean_per_task,cpu_task_count,cpu_total_alloc,cpu_mean_alloc,uav_command_count,uav_speed_mean,uav_angle_sin_mean,uav_angle_cos_mean,uav_phi_mean
1,9.2,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,2,26.30363798706125,-0.2763691646764518,-0.0946237704659676,0.09334767934707384
1,9.3,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,2,24.608530082634402,-0.3097930376437876,0.9048174958002715,-0.23288250994688786
1,9.4,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,2,19.272598139791064,-0.2763691646764643,-0.0946237704659681,0.09334767934707355
1,9.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,21.509898891016952,-0.2763691646764079,-0.0946237704659662,0.0933476793470631
1,9.6,2.0,0.0,2.0,50.0,25.0,2.0,20.0,10.0,2,13.629412740822053,-0.3097930376438393,0.9048174958002697,-0.2328825099468747
1,9.7,1.0,0.0,1.0,50.0,50.0,1.0,10.0,10.0,2,22.146357542954448,-0.3097930376438473,0.9048174958002695,-0.23288250994687354
1,9.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,13.116623240461523,-0.27636916467640227,-0.09462377046596598,0.093347679347062
1,9.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,19.549124831168946,-0.27636916467639366,-0.0946237704659657,0.09334767934706019
1,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,19.516457071896518,-0.3097930376438404,0.9048174958002697,-0.23288250994686754
1,10.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,15.556689826358152,-0.2763691646764163,-0.09462377046596648,0.09334767934705361
1,10.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,21.67345476600457,-0.309793037643845,0.9048174958002695,-0.232882509946869
1,10.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,20.120208524874037,-0.27636916467639994,-0.09462377046596598,0.0933476793470605
1,10.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,18.138833107985263,-0.3097930376438554,0.904817495800269,-0.23288250994687149
1,10.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,20.93733620428882,-0.2763691646764281,-0.09462377046596687,0.09334767934708806
1,10.6,1.0,0.0,1.0,50.0,50.0,1.0,2.0,2.0,2,19.05279296238859,-0.3097930376438188,0.9048174958002704,-0.2328825099469009
1,10.7,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,2,17.922747711346123,-0.30979303764380894,0.9048174958002706,-0.23288250994690002
1,10.8,1.0,0.0,1.0,50.0,50.0,2.0,20.0,10.0,2,17.431458432710578,-0.27636916467642103,-0.0946237704659667,0.0933476793470938
1,10.9,1.0,0.0,1.0,50.0,50.0,1.0,2.0,2.0,2,23.26453876137451,-0.3097930376438199,0.9048174958002703,-0.23288250994690463
1,11.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,2,21.38679358737168,-0.2763691646764331,-0.09462377046596715,0.09334767934708955
1,11.1,2.0,0.0,2.0,50.0,25.0,3.0,30.0,10.0,2,23.56721561509118,-0.30979303764380783,0.9048174958002706,-0.23288250994690451
1,11.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,23.345077491824018,-0.27636916467643435,-0.09462377046596715,0.0933476793470923
1,11.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,15.16592956771342,-0.30979303764382116,0.9048174958002703,-0.23288250994690357
1,11.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,18.87587852954662,-0.276369164676445,-0.09462377046596748,0.09334767934710504
1,11.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,27.79032145523575,-0.3097930376438,0.9048174958002709,-0.23288250994691417
1,11.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,17.918397623396693,-0.27636916467643236,-0.0946237704659671,0.09334767934709985
1,11.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,10.206392456220872,-0.3097930376438333,0.9048174958002698,-0.2328825099469154
1,11.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,23.692282490635073,-0.2763691646764182,-0.09462377046596665,0.09334767934711065
1,11.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,23.028696176078572,-0.30979303764383637,0.9048174958002697,-0.23288250994692355
1,12.0,1.0,0.0,1.0,50.0,50.0,1.0,2.0,2.0,2,22.133035973345816,-0.2763691646764073,-0.09462377046596632,0.09334767934711445
1,12.1,1.0,0.0,1.0,50.0,50.0,2.0,4.0,2.0,2,16.897729833806746,-0.3097930376438431,0.9048174958002695,-0.2328825099469301
1,12.2,6.0,0.0,6.0,48.0,8.0,8.0,12.0,1.5,2,19.40110240904617,-0.27636916467640943,-0.09462377046596626,0.09334767934712158
1,12.3,0.0,0.0,0.0,0.0,0.0,7.0,12.0,1.7142857142857142,2,16.148861536383478,-0.30979303764384386,0.9048174958002695,-0.232882509946933
